,Tarih,Saat,Toplam (MWh),YALOVA WindSpeed(m/s)
492,21.02.2018,12:00,0.0,0j
493,21.02.2018,13:00,0.0,0j
494,21.02.2018,14:00,0.0,0j
495,21.02.2018,15:00,0.0,0j
496,21.02.2018,16:00,0.0,0j
497,21.02.2018,17:00,0.0,0j
498,21.02.2018,18:00,0.0,0j
499,21.02.2018,19:00,2.0,(3.267566097338558+0j)
500,21.02.2018,20:00,2.0,(3.267566097338558+0j)
501,21.02.2018,21:00,2.0,(3.267566097338558+0j)
502,21.02.2018,22:00,3.0,(3.7404294501078543+0j)
503,21.02.2018,23:00,3.5,(3.9376495760908865+0j)
504,22.02.2018,00:00,3.0,(3.7404294501078543+0j)
505,22.02.2018,01:00,4.0,(4.116875307959689+0j)
506,22.02.2018,02:00,4.0,(4.116875307959689+0j)
507,22.02.2018,03:00,2.0,(3.267566097338558+0j)
508,22.02.2018,04:00,2.0,(3.267566097338558+0j)
509,22.02.2018,05:00,2.0,(3.267566097338558+0j)
510,22.02.2018,06:00,1.0,(2.5934689301454257+0j)
511,22.02.2018,07:00,3.0,(3.7404294501078543+0j)
512,22.02.2018,08:00,4.0,(4.116875307959689+0j)
513,22.02.2018,09:00,4.0,(4.116875307959689+0j)
514,22.02.2018,10:00,6.0,(4.712645799837591+0j)
515,22.02.2018,11:00,8.0,(5.186937860290851+0j)
516,22.02.2018,12:00,14.0,(6.2506290793688075+0j)
517,22.02.2018,13:00,12.0,(5.937561643914042+0j)
518,22.02.2018,14:00,8.0,(5.186937860290851+0j)
519,22.02.2018,15:00,9.0,(5.394632767183229+0j)
520,22.02.2018,16:00,4.0,(4.116875307959689+0j)
521,22.02.2018,17:00,0.0,0j
522,22.02.2018,18:00,0.0,0j
523,22.02.2018,19:00,1.0,(2.5934689301454257+0j)
524,22.02.2018,20:00,0.0,0j
525,22.02.2018,21:00,1.0,(2.5934689301454257+0j)
526,22.02.2018,22:00,1.0,(2.5934689301454257+0j)
527,22.02.2018,23:00,0.64,(2.2349837722500725+0j)
528,23.02.2018,00:00,0.0,0j
529,23.02.2018,01:00,0.0,0j
530,23.02.2018,02:00,1.0,(2.5934689301454257+0j)
531,23.02.2018,03:00,2.0,(3.267566097338558+0j)
532,23.02.2018,04:00,7.0,(4.961127588026532+0j)
533,23.02.2018,05:00,12.0,(5.937561643914042+0j)
534,23.02.2018,06:00,9.0,(5.394632767183229+0j)
535,23.02.2018,07:00,13.0,(6.098113456976981+0j)
536,23.02.2018,08:00,14.0,(6.2506290793688075+0j)
537,23.02.2018,09:00,14.0,(6.2506290793688075+0j)
538,23.02.2018,10:00,14.0,(6.2506290793688075+0j)
539,23.02.2018,11:00,18.0,(6.796811379826778+0j)
540,23.02.2018,12:00,28.0,(7.875299152181772+0j)
541,23.02.2018,13:00,21.0,(7.155184132071494+0j)
542,23.02.2018,14:00,28.0,(7.875299152181772+0j)
543,23.02.2018,15:00,35.0,(8.483408843919547+0j)
544,23.02.2018,16:00,33.0,(8.318640627219+0j)
545,23.02.2018,17:00,27.0,(7.7804067904362775+0j)
546,23.02.2018,18:00,27.0,(7.7804067904362775+0j)
547,23.02.2018,19:00,26.0,(7.683141509092493+0j)
548,23.02.2018,20:00,26.0,(7.683141509092493+0j)
549,23.02.2018,21:00,20.0,(7.039757752078289+0j)
550,23.02.2018,22:00,17.0,(6.668538916027042+0j)
551,23.02.2018,23:00,14.8,(6.367490240087957+0j)
552,24.02.2018,00:00,13.0,(6.098113456976981+0j)
553,24.02.2018,01:00,11.0,(5.76782326615353+0j)
554,24.02.2018,02:00,8.0,(5.186937860290851+0j)
555,24.02.2018,03:00,7.0,(4.961127588026532+0j)
556,24.02.2018,04:00,8.0,(5.186937860290851+0j)
557,24.02.2018,05:00,6.0,(4.712645799837591+0j)
558,24.02.2018,06:00,7.0,(4.961127588026532+0j)
559,24.02.2018,07:00,3.0,(3.7404294501078543+0j)
560,24.02.2018,08:00,1.0,(2.5934689301454257+0j)
561,24.02.2018,09:00,1.0,(2.5934689301454257+0j)
562,24.02.2018,10:00,0.0,0j
563,24.02.2018,11:00,0.0,0j
564,24.02.2018,12:00,0.0,0j
565,24.02.2018,13:00,0.0,0j
566,24.02.2018,14:00,0.0,0j
567,24.02.2018,15:00,0.0,0j
568,24.02.2018,16:00,0.0,0j
569,24.02.2018,17:00,2.0,(3.267566097338558+0j)
570,24.02.2018,18:00,0.0,0j
571,24.02.2018,19:00,4.0,(4.116875307959689+0j)
572,24.02.2018,20:00,7.0,(4.961127588026532+0j)
573,24.02.2018,21:00,14.0,(6.2506290793688075+0j)
574,24.02.2018,22:00,7.0,(4.961127588026532+0j)
575,24.02.2018,23:00,13.81,(6.222223532530441+0j)
576,25.02.2018,00:00,9.0,(5.394632767183229+0j)
577,25.02.2018,01:00,21.0,(7.155184132071494+0j)
578,25.02.2018,02:00,40.0,(8.86953897800405+0j)
579,25.02.2018,03:00,39.0,(8.795001513010876+0j)
580,25.02.2018,04:00,33.0,(8.318640627219+0j)
581,25.02.2018,05:00,33.0,(8.318640627219+0j)
582,25.02.2018,06:00,30.0,(8.058510962929244+0j)
583,25.02.2018,07:00,24.0,(7.480858900215709+0j)
584,25.02.2018,08:00,16.0,(6.535132194677116+0j)
585,25.02.2018,09:00,13.0,(6.098113456976981+0j)
586,25.02.2018,10:00,13.0,(6.098113456976981+0j)
587,25.02.2018,11:00,17.0,(6.668538916027042+0j)
588,25.02.2018,12:00,16.0,(6.535132194677116+0j)
589,25.02.2018,13:00,18.0,(6.796811379826778+0j)
590,25.02.2018,14:00,18.0,(6.796811379826778+0j)
591,25.02.2018,15:00,19.0,(6.920416769109193+0j)
592,25.02.2018,16:00,23.0,(7.375480653711542+0j)
593,25.02.2018,17:00,21.0,(7.155184132071494+0j)
594,25.02.2018,18:00,18.0,(6.796811379826778+0j)
595,25.02.2018,19:00,22.0,(7.2670019451002315+0j)
596,25.02.2018,20:00,32.0,(8.233750615919378+0j)
597,25.02.2018,21:00,28.0,(7.875299152181772+0j)
598,25.02.2018,22:00,28.0,(7.875299152181772+0j)
599,25.02.2018,23:00,27.51,(7.8290892920559685+0j)
600,26.02.2018,00:00,28.0,(7.875299152181772+0j)
601,26.02.2018,01:00,24.0,(7.480858900215709+0j)
602,26.02.2018,02:00,22.0,(7.2670019451002315+0j)
603,26.02.2018,03:00,23.0,(7.375480653711542+0j)
604,26.02.2018,04:00,25.0,(7.583349155249169+0j)
605,26.02.2018,05:00,25.0,(7.583349155249169+0j)
606,26.02.2018,06:00,25.0,(7.583349155249169+0j)
607,26.02.2018,07:00,24.0,(7.480858900215709+0j)
608,26.02.2018,08:00,23.0,(7.375480653711542+0j)
609,26.02.2018,09:00,21.0,(7.155184132071494+0j)
610,26.02.2018,10:00,17.0,(6.668538916027042+0j)
611,26.02.2018,11:00,12.0,(5.937561643914042+0j)
612,26.02.2018,12:00,8.0,(5.186937860290851+0j)
613,26.02.2018,13:00,4.0,(4.116875307959689+0j)
614,26.02.2018,14:00,6.0,(4.712645799837591+0j)
615,26.02.2018,15:00,9.0,(5.394632767183229+0j)
616,26.02.2018,16:00,17.0,(6.668538916027042+0j)
617,26.02.2018,17:00,32.0,(8.233750615919378+0j)
618,26.02.2018,18:00,29.0,(7.9679582309792645+0j)
619,26.02.2018,19:00,20.0,(7.039757752078289+0j)
620,26.02.2018,20:00,18.0,(6.796811379826778+0j)
621,26.02.2018,21:00,29.0,(7.9679582309792645+0j)
622,26.02.2018,22:00,31.0,(8.147073119737046+0j)
623,26.02.2018,23:00,38.01,(8.719943534606928+0j)
624,27.02.2018,00:00,32.0,(8.233750615919378+0j)
625,27.02.2018,01:00,35.0,(8.483408843919547+0j)
626,27.02.2018,02:00,35.0,(8.483408843919547+0j)
627,27.02.2018,03:00,34.0,(8.40183255234561+0j)
628,27.02.2018,04:00,29.0,(7.9679582309792645+0j)
629,27.02.2018,05:00,10.0,(5.587459430625182+0j)
630,27.02.2018,06:00,3.0,(3.7404294501078543+0j)
631,27.02.2018,07:00,3.0,(3.7404294501078543+0j)
632,27.02.2018,08:00,4.0,(4.116875307959689+0j)
633,27.02.2018,09:00,1.0,(2.5934689301454257+0j)
634,27.02.2018,10:00,1.0,(2.5934689301454257+0j)
635,27.02.2018,11:00,5.0,(4.434769489002025+0j)
636,27.02.2018,12:00,10.0,(5.587459430625182+0j)
637,27.02.2018,13:00,12.0,(5.937561643914042+0j)
638,27.02.2018,14:00,13.0,(6.098113456976981+0j)
639,27.02.2018,15:00,12.0,(5.937561643914042+0j)
640,27.02.2018,16:00,6.0,(4.712645799837591+0j)
641,27.02.2018,17:00,3.0,(3.7404294501078543+0j)
642,27.02.2018,18:00,4.0,(4.116875307959689+0j)
643,27.02.2018,19:00,0.0,0j
644,27.02.2018,20:00,0.0,0j
645,27.02.2018,21:00,1.0,(2.5934689301454257+0j)
646,27.02.2018,22:00,6.0,(4.712645799837591+0j)
647,27.02.2018,23:00,18.98,(6.9179877001946215+0j)
648,28.02.2018,00:00,24.0,(7.480858900215709+0j)
649,28.02.2018,01:00,35.0,(8.483408843919547+0j)
650,28.02.2018,02:00,42.0,(9.014967103870655+0j)
651,28.02.2018,03:00,43.0,(9.085954019544717+0j)
652,28.02.2018,04:00,45.0,(9.22469227303727+0j)
653,28.02.2018,05:00,46.0,(9.292523328703572+0j)
654,28.02.2018,06:00,39.0,(8.795001513010876+0j)
655,28.02.2018,07:00,38.0,(8.71917876144614+0j)
656,28.02.2018,08:00,23.0,(7.375480653711542+0j)
657,28.02.2018,09:00,25.0,(7.583349155249169+0j)
658,28.02.2018,10:00,35.0,(8.483408843919547+0j)
659,28.02.2018,11:00,11.0,(5.76782326615353+0j)
660,28.02.2018,12:00,15.0,(6.396044389925575+0j)
661,28.02.2018,13:00,25.0,(7.583349155249169+0j)
662,28.02.2018,14:00,19.0,(6.920416769109193+0j)
663,28.02.2018,15:00,8.0,(5.186937860290851+0j)
664,28.02.2018,16:00,7.0,(4.961127588026532+0j)
665,28.02.2018,17:00,9.0,(5.394632767183229+0j)
666,28.02.2018,18:00,6.0,(4.712645799837591+0j)
667,28.02.2018,19:00,4.0,(4.116875307959689+0j)
668,28.02.2018,20:00,4.0,(4.116875307959689+0j)
669,28.02.2018,21:00,4.0,(4.116875307959689+0j)
670,28.02.2018,22:00,4.0,(4.116875307959689+0j)
671,28.02.2018,23:00,4.28,(4.210777618169496+0j)
672,01.03.2018,00:00,6.0,(4.712645799837591+0j)
673,01.03.2018,01:00,7.0,(4.961127588026532+0j)
674,01.03.2018,02:00,7.0,(4.961127588026532+0j)
675,01.03.2018,03:00,6.0,(4.712645799837591+0j)
676,01.03.2018,04:00,6.0,(4.712645799837591+0j)
677,01.03.2018,05:00,6.0,(4.712645799837591+0j)
678,01.03.2018,06:00,4.0,(4.116875307959689+0j)
679,01.03.2018,07:00,4.0,(4.116875307959689+0j)
680,01.03.2018,08:00,2.0,(3.267566097338558+0j)
681,01.03.2018,09:00,1.0,(2.5934689301454257+0j)
682,01.03.2018,10:00,0.0,0j
683,01.03.2018,11:00,0.0,0j
684,01.03.2018,12:00,0.0,0j
685,01.03.2018,13:00,0.0,0j
686,01.03.2018,14:00,0.0,0j
687,01.03.2018,15:00,0.0,0j
688,01.03.2018,16:00,0.0,0j
689,01.03.2018,17:00,0.0,0j
690,01.03.2018,18:00,0.0,0j
691,01.03.2018,19:00,0.0,0j
692,01.03.2018,20:00,1.0,(2.5934689301454257+0j)
693,01.03.2018,21:00,3.0,(3.7404294501078543+0j)
694,01.03.2018,22:00,6.0,(4.712645799837591+0j)
695,01.03.2018,23:00,9.13,(5.420482858202707+0j)
696,02.03.2018,00:00,12.0,(5.937561643914042+0j)
697,02.03.2018,01:00,24.0,(7.480858900215709+0j)
698,02.03.2018,02:00,29.0,(7.9679582309792645+0j)
699,02.03.2018,03:00,26.0,(7.683141509092493+0j)
700,02.03.2018,04:00,30.0,(8.058510962929244+0j)
701,02.03.2018,05:00,33.0,(8.318640627219+0j)
702,02.03.2018,06:00,37.0,(8.642013840595439+0j)
703,02.03.2018,07:00,30.0,(8.058510962929244+0j)
704,02.03.2018,08:00,37.0,(8.642013840595439+0j)
705,02.03.2018,09:00,37.0,(8.642013840595439+0j)
706,02.03.2018,10:00,36.0,(8.563445729608777+0j)
707,02.03.2018,11:00,33.0,(8.318640627219+0j)
708,02.03.2018,12:00,32.0,(8.233750615919378+0j)
709,02.03.2018,13:00,30.0,(8.058510962929244+0j)
710,02.03.2018,14:00,29.0,(7.9679582309792645+0j)
711,02.03.2018,15:00,29.0,(7.9679582309792645+0j)
712,02.03.2018,16:00,34.0,(8.40183255234561+0j)
713,02.03.2018,17:00,36.0,(8.563445729608777+0j)
714,02.03.2018,18:00,38.0,(8.71917876144614+0j)
715,02.03.2018,19:00,41.0,(8.942844277324411+0j)
716,02.03.2018,20:00,40.0,(8.86953897800405+0j)
717,02.03.2018,21:00,42.0,(9.014967103870655+0j)
718,02.03.2018,22:00,42.0,(9.014967103870655+0j)
719,02.03.2018,23:00,39.0,(8.795001513010876+0j)
720,03.03.2018,00:00,38.0,(8.71917876144614+0j)
721,03.03.2018,01:00,39.0,(8.795001513010876+0j)
722,03.03.2018,02:00,41.0,(8.942844277324411+0j)
723,03.03.2018,03:00,44.0,(9.155848720258769+0j)
724,03.03.2018,04:00,36.0,(8.563445729608777+0j)
725,03.03.2018,05:00,40.0,(8.86953897800405+0j)
726,03.03.2018,06:00,42.0,(9.014967103870655+0j)
727,03.03.2018,07:00,39.0,(8.795001513010876+0j)
728,03.03.2018,08:00,38.0,(8.71917876144614+0j)
729,03.03.2018,09:00,42.0,(9.014967103870655+0j)
730,03.03.2018,10:00,40.0,(8.86953897800405+0j)
731,03.03.2018,11:00,41.0,(8.942844277324411+0j)
732,03.03.2018,12:00,38.0,(8.71917876144614+0j)
733,03.03.2018,13:00,37.0,(8.642013840595439+0j)
734,03.03.2018,14:00,37.0,(8.642013840595439+0j)
735,03.03.2018,15:00,36.0,(8.563445729608777+0j)
736,03.03.2018,16:00,36.0,(8.563445729608777+0j)
737,03.03.2018,17:00,33.0,(8.318640627219+0j)
738,03.03.2018,18:00,30.0,(8.058510962929244+0j)
739,03.03.2018,19:00,27.0,(7.7804067904362775+0j)
740,03.03.2018,20:00,28.0,(7.875299152181772+0j)
741,03.03.2018,21:00,32.0,(8.233750615919378+0j)
742,03.03.2018,22:00,37.0,(8.642013840595439+0j)
743,03.03.2018,23:00,39.85,(8.858438166682314+0j)
744,04.03.2018,00:00,37.0,(8.642013840595439+0j)
745,04.03.2018,01:00,38.0,(8.71917876144614+0j)
746,04.03.2018,02:00,34.0,(8.40183255234561+0j)
747,04.03.2018,03:00,40.0,(8.86953897800405+0j)
748,04.03.2018,04:00,45.0,(9.22469227303727+0j)
749,04.03.2018,05:00,35.0,(8.483408843919547+0j)
750,04.03.2018,06:00,32.0,(8.233750615919378+0j)
751,04.03.2018,07:00,38.0,(8.71917876144614+0j)
752,04.03.2018,08:00,40.0,(8.86953897800405+0j)
753,04.03.2018,09:00,39.0,(8.795001513010876+0j)
754,04.03.2018,10:00,43.0,(9.085954019544717+0j)
755,04.03.2018,11:00,37.0,(8.642013840595439+0j)
756,04.03.2018,12:00,40.0,(8.86953897800405+0j)
757,04.03.2018,13:00,41.0,(8.942844277324411+0j)
758,04.03.2018,14:00,33.0,(8.318640627219+0j)
759,04.03.2018,15:00,19.0,(6.920416769109193+0j)
760,04.03.2018,16:00,22.0,(7.2670019451002315+0j)
761,04.03.2018,17:00,27.0,(7.7804067904362775+0j)
762,04.03.2018,18:00,26.0,(7.683141509092493+0j)
763,04.03.2018,19:00,14.0,(6.2506290793688075+0j)
764,04.03.2018,20:00,2.0,(3.267566097338558+0j)
765,04.03.2018,21:00,4.0,(4.116875307959689+0j)
766,04.03.2018,22:00,3.0,(3.7404294501078543+0j)
767,04.03.2018,23:00,-0.12,(0.6396044389925577+1.107827385081698j)
768,05.03.2018,00:00,0.0,0j
769,05.03.2018,01:00,1.0,(2.5934689301454257+0j)
770,05.03.2018,02:00,0.0,0j
771,05.03.2018,03:00,0.0,0j
772,05.03.2018,04:00,0.0,0j
773,05.03.2018,05:00,0.0,0j
774,05.03.2018,06:00,0.0,0j
775,05.03.2018,07:00,1.0,(2.5934689301454257+0j)
776,05.03.2018,08:00,0.0,0j
777,05.03.2018,09:00,0.0,0j
778,05.03.2018,10:00,0.0,0j
779,05.03.2018,11:00,0.0,0j
780,05.03.2018,12:00,0.0,0j
781,05.03.2018,13:00,0.0,0j
782,05.03.2018,14:00,0.0,0j
783,05.03.2018,15:00,1.0,(2.5934689301454257+0j)
784,05.03.2018,16:00,0.0,0j
785,05.03.2018,17:00,3.0,(3.7404294501078543+0j)
786,05.03.2018,18:00,8.0,(5.186937860290851+0j)
787,05.03.2018,19:00,13.0,(6.098113456976981+0j)
788,05.03.2018,20:00,15.0,(6.396044389925575+0j)
789,05.03.2018,21:00,8.0,(5.186937860290851+0j)
790,05.03.2018,22:00,10.0,(5.587459430625182+0j)
791,05.03.2018,23:00,21.65,(7.228258624369743+0j)
792,06.03.2018,00:00,33.0,(8.318640627219+0j)
793,06.03.2018,01:00,35.0,(8.483408843919547+0j)
794,06.03.2018,02:00,38.0,(8.71917876144614+0j)
795,06.03.2018,03:00,31.0,(8.147073119737046+0j)
796,06.03.2018,04:00,24.0,(7.480858900215709+0j)
797,06.03.2018,05:00,27.0,(7.7804067904362775+0j)
798,06.03.2018,06:00,37.0,(8.642013840595439+0j)
799,06.03.2018,07:00,37.0,(8.642013840595439+0j)
800,06.03.2018,08:00,31.0,(8.147073119737046+0j)
801,06.03.2018,09:00,41.0,(8.942844277324411+0j)
802,06.03.2018,10:00,30.0,(8.058510962929244+0j)
803,06.03.2018,11:00,40.0,(8.86953897800405+0j)
804,06.03.2018,12:00,36.0,(8.563445729608777+0j)
805,06.03.2018,13:00,41.0,(8.942844277324411+0j)
806,06.03.2018,14:00,39.0,(8.795001513010876+0j)
807,06.03.2018,15:00,29.0,(7.9679582309792645+0j)
808,06.03.2018,16:00,27.0,(7.7804067904362775+0j)
809,06.03.2018,17:00,30.0,(8.058510962929244+0j)
810,06.03.2018,18:00,36.0,(8.563445729608777+0j)
811,06.03.2018,19:00,37.0,(8.642013840595439+0j)
812,06.03.2018,20:00,41.0,(8.942844277324411+0j)
813,06.03.2018,21:00,41.0,(8.942844277324411+0j)
814,06.03.2018,22:00,39.0,(8.795001513010876+0j)
815,06.03.2018,23:00,37.51,(8.681539339492925+0j)
816,07.03.2018,00:00,40.0,(8.86953897800405+0j)
817,07.03.2018,01:00,41.0,(8.942844277324411+0j)
818,07.03.2018,02:00,42.0,(9.014967103870655+0j)
819,07.03.2018,03:00,42.0,(9.014967103870655+0j)
820,07.03.2018,04:00,42.0,(9.014967103870655+0j)
821,07.03.2018,05:00,39.0,(8.795001513010876+0j)
822,07.03.2018,06:00,38.0,(8.71917876144614+0j)
823,07.03.2018,07:00,40.0,(8.86953897800405+0j)
824,07.03.2018,08:00,43.0,(9.085954019544717+0j)
825,07.03.2018,09:00,35.0,(8.483408843919547+0j)
826,07.03.2018,10:00,36.0,(8.563445729608777+0j)
827,07.03.2018,11:00,41.0,(8.942844277324411+0j)
828,07.03.2018,12:00,45.0,(9.22469227303727+0j)
829,07.03.2018,13:00,36.0,(8.563445729608777+0j)
830,07.03.2018,14:00,39.0,(8.795001513010876+0j)
831,07.03.2018,15:00,34.0,(8.40183255234561+0j)
832,07.03.2018,16:00,32.0,(8.233750615919378+0j)
833,07.03.2018,17:00,22.0,(7.2670019451002315+0j)
834,07.03.2018,18:00,17.0,(6.668538916027042+0j)
835,07.03.2018,19:00,18.0,(6.796811379826778+0j)
836,07.03.2018,20:00,19.0,(6.920416769109193+0j)
837,07.03.2018,21:00,19.0,(6.920416769109193+0j)
838,07.03.2018,22:00,22.0,(7.2670019451002315+0j)
839,07.03.2018,23:00,30.19,(8.075487585706856+0j)
840,08.03.2018,00:00,36.0,(8.563445729608777+0j)
841,08.03.2018,01:00,35.0,(8.483408843919547+0j)
842,08.03.2018,02:00,35.0,(8.483408843919547+0j)
843,08.03.2018,03:00,34.0,(8.40183255234561+0j)
844,08.03.2018,04:00,33.0,(8.318640627219+0j)
845,08.03.2018,05:00,32.0,(8.233750615919378+0j)
846,08.03.2018,06:00,34.0,(8.40183255234561+0j)
847,08.03.2018,07:00,24.0,(7.480858900215709+0j)
848,08.03.2018,08:00,24.0,(7.480858900215709+0j)
849,08.03.2018,09:00,19.0,(6.920416769109193+0j)
850,08.03.2018,10:00,19.0,(6.920416769109193+0j)
851,08.03.2018,11:00,20.0,(7.039757752078289+0j)
852,08.03.2018,12:00,33.0,(8.318640627219+0j)
853,08.03.2018,13:00,19.0,(6.920416769109193+0j)
854,08.03.2018,14:00,12.0,(5.937561643914042+0j)
855,08.03.2018,15:00,16.0,(6.535132194677116+0j)
856,08.03.2018,16:00,14.0,(6.2506290793688075+0j)
857,08.03.2018,17:00,12.0,(5.937561643914042+0j)
858,08.03.2018,18:00,11.0,(5.76782326615353+0j)
859,08.03.2018,19:00,6.0,(4.712645799837591+0j)
860,08.03.2018,20:00,4.0,(4.116875307959689+0j)
861,08.03.2018,21:00,0.0,0j
862,08.03.2018,22:00,0.0,0j
863,08.03.2018,23:00,0.0,0j
864,09.03.2018,00:00,0.0,0j
865,09.03.2018,01:00,0.0,0j
866,09.03.2018,02:00,2.0,(3.267566097338558+0j)
867,09.03.2018,03:00,2.0,(3.267566097338558+0j)
868,09.03.2018,04:00,3.0,(3.7404294501078543+0j)
869,09.03.2018,05:00,0.0,0j
870,09.03.2018,06:00,0.0,0j
871,09.03.2018,07:00,0.0,0j
872,09.03.2018,08:00,0.0,0j
873,09.03.2018,09:00,0.0,0j
874,09.03.2018,10:00,0.0,0j
875,09.03.2018,11:00,0.0,0j
876,09.03.2018,12:00,0.0,0j
877,09.03.2018,13:00,0.0,0j
878,09.03.2018,14:00,0.0,0j
879,09.03.2018,15:00,0.0,0j
880,09.03.2018,16:00,0.0,0j
881,09.03.2018,17:00,0.0,0j
882,09.03.2018,18:00,1.0,(2.5934689301454257+0j)
883,09.03.2018,19:00,1.0,(2.5934689301454257+0j)
884,09.03.2018,20:00,0.0,0j
885,09.03.2018,21:00,0.0,0j
886,09.03.2018,22:00,2.0,(3.267566097338558+0j)
887,09.03.2018,23:00,0.06,(1.0153087593003158+0j)
888,10.03.2018,00:00,0.0,0j
889,10.03.2018,01:00,1.0,(2.5934689301454257+0j)
890,10.03.2018,02:00,2.0,(3.267566097338558+0j)
891,10.03.2018,03:00,5.0,(4.434769489002025+0j)
892,10.03.2018,04:00,3.0,(3.7404294501078543+0j)
893,10.03.2018,05:00,2.0,(3.267566097338558+0j)
894,10.03.2018,06:00,2.0,(3.267566097338558+0j)
895,10.03.2018,07:00,0.0,0j
896,10.03.2018,08:00,0.0,0j
897,10.03.2018,09:00,0.0,0j
898,10.03.2018,10:00,0.0,0j
899,10.03.2018,11:00,0.0,0j
900,10.03.2018,12:00,0.0,0j
901,10.03.2018,13:00,0.0,0j
902,10.03.2018,14:00,0.0,0j
903,10.03.2018,15:00,0.0,0j
904,10.03.2018,16:00,0.0,0j
905,10.03.2018,17:00,0.0,0j
906,10.03.2018,18:00,0.0,0j
907,10.03.2018,19:00,0.0,0j
908,10.03.2018,20:00,0.0,0j
909,10.03.2018,21:00,1.0,(2.5934689301454257+0j)
910,10.03.2018,22:00,1.0,(2.5934689301454257+0j)
911,10.03.2018,23:00,5.72,(4.6381671154425534+0j)
912,11.03.2018,00:00,5.0,(4.434769489002025+0j)
913,11.03.2018,01:00,8.0,(5.186937860290851+0j)
914,11.03.2018,02:00,9.0,(5.394632767183229+0j)
915,11.03.2018,03:00,10.0,(5.587459430625182+0j)
916,11.03.2018,04:00,14.0,(6.2506290793688075+0j)
917,11.03.2018,05:00,16.0,(6.535132194677116+0j)
918,11.03.2018,06:00,13.0,(6.098113456976981+0j)
919,11.03.2018,07:00,16.0,(6.535132194677116+0j)
920,11.03.2018,08:00,16.0,(6.535132194677116+0j)
921,11.03.2018,09:00,13.0,(6.098113456976981+0j)
922,11.03.2018,10:00,14.0,(6.2506290793688075+0j)
923,11.03.2018,11:00,11.0,(5.76782326615353+0j)
924,11.03.2018,12:00,5.0,(4.434769489002025+0j)
925,11.03.2018,13:00,7.0,(4.961127588026532+0j)
926,11.03.2018,14:00,3.0,(3.7404294501078543+0j)
927,11.03.2018,15:00,3.0,(3.7404294501078543+0j)
928,11.03.2018,16:00,0.0,0j
929,11.03.2018,17:00,0.0,0j
930,11.03.2018,18:00,0.0,0j
931,11.03.2018,19:00,1.0,(2.5934689301454257+0j)
932,11.03.2018,20:00,0.0,0j
933,11.03.2018,21:00,0.0,0j
934,11.03.2018,22:00,0.0,0j
935,11.03.2018,23:00,0.0,0j
936,12.03.2018,00:00,0.0,0j
937,12.03.2018,01:00,0.0,0j
938,12.03.2018,02:00,1.0,(2.5934689301454257+0j)
939,12.03.2018,03:00,3.0,(3.7404294501078543+0j)
940,12.03.2018,04:00,5.0,(4.434769489002025+0j)
941,12.03.2018,05:00,5.0,(4.434769489002025+0j)
942,12.03.2018,06:00,6.0,(4.712645799837591+0j)
943,12.03.2018,07:00,9.0,(5.394632767183229+0j)
944,12.03.2018,08:00,9.0,(5.394632767183229+0j)
945,12.03.2018,09:00,10.0,(5.587459430625182+0j)
946,12.03.2018,10:00,10.0,(5.587459430625182+0j)
947,12.03.2018,11:00,10.0,(5.587459430625182+0j)
948,12.03.2018,12:00,8.0,(5.186937860290851+0j)
949,12.03.2018,13:00,5.0,(4.434769489002025+0j)
950,12.03.2018,14:00,6.0,(4.712645799837591+0j)
951,12.03.2018,15:00,7.0,(4.961127588026532+0j)
952,12.03.2018,16:00,10.0,(5.587459430625182+0j)
953,12.03.2018,17:00,9.0,(5.394632767183229+0j)
954,12.03.2018,18:00,12.0,(5.937561643914042+0j)
955,12.03.2018,19:00,17.0,(6.668538916027042+0j)
956,12.03.2018,20:00,22.0,(7.2670019451002315+0j)
957,12.03.2018,21:00,19.0,(6.920416769109193+0j)
958,12.03.2018,22:00,20.0,(7.039757752078289+0j)
959,12.03.2018,23:00,21.1,(7.166523587068341+0j)
960,13.03.2018,00:00,22.0,(7.2670019451002315+0j)
961,13.03.2018,01:00,36.0,(8.563445729608777+0j)
962,13.03.2018,02:00,34.0,(8.40183255234561+0j)
963,13.03.2018,03:00,36.0,(8.563445729608777+0j)
964,13.03.2018,04:00,31.0,(8.147073119737046+0j)
965,13.03.2018,05:00,31.0,(8.147073119737046+0j)
966,13.03.2018,06:00,33.0,(8.318640627219+0j)
967,13.03.2018,07:00,34.0,(8.40183255234561+0j)
968,13.03.2018,08:00,36.0,(8.563445729608777+0j)
969,13.03.2018,09:00,36.0,(8.563445729608777+0j)
970,13.03.2018,10:00,31.0,(8.147073119737046+0j)
971,13.03.2018,11:00,36.0,(8.563445729608777+0j)
972,13.03.2018,12:00,26.0,(7.683141509092493+0j)
973,13.03.2018,13:00,36.0,(8.563445729608777+0j)
974,13.03.2018,14:00,39.0,(8.795001513010876+0j)
975,13.03.2018,15:00,27.0,(7.7804067904362775+0j)
976,13.03.2018,16:00,18.0,(6.796811379826778+0j)
977,13.03.2018,17:00,20.0,(7.039757752078289+0j)
978,13.03.2018,18:00,19.0,(6.920416769109193+0j)
979,13.03.2018,19:00,21.0,(7.155184132071494+0j)
980,13.03.2018,20:00,21.0,(7.155184132071494+0j)
981,13.03.2018,21:00,24.0,(7.480858900215709+0j)
982,13.03.2018,22:00,29.0,(7.9679582309792645+0j)
983,13.03.2018,23:00,35.34,(8.510790455910666+0j)
984,14.03.2018,00:00,35.0,(8.483408843919547+0j)
